"Browser JS App GitHub Repo URL","status","agent_loop","aipipe_tool","bootstrap_alert_errors","conversation_ui_clarity","error_handling","extras_without_bloat","google_search_tool","js_exec_sandboxed","model_picker_bootstrap_llm_provider","openai_tool_calls","readability","security_hygiene","separation_of_concerns","simplicity","streaming_or_updates","useful_affordances"
"https://github.com/nayonikaarora/tds-bonus","ok",0.2,0.15,0,0.1,0.1,0.05,0.04,0.05,0,0.1,0.09,0.03,0.05,0.12,0.1,0.1
"https://github.com/Mohdshaadsonofvakeel/LLM_Agent_helper","ok",0.2,0.15,0.1,0.1,0.1,0.05,0.15,0.2,0,0.2,0.1,0.05,0.05,0.15,0.05,0.05
"https://github.com/akshay88878/LLM_Agent","ok",0.2,0.15,0.1,0.1,0.1,0.05,0.15,0.2,0,0.2,0.1,0.04,0.1,0.15,0.1,0.08
"https://github.com/Raj-RR2004/auto-llm-agent","ok",0.2,0.15,0.1,0.1,0.1,0.05,0.15,0.1,0,0.2,0.1,0.03,0.1,0.15,0.1,0.07
"https://github.com/kushagraarya-iitm/LLM-Agent","ok",0.2,0.15,0.1,0.1,0.1,0.05,0.15,0.2,0,0.2,0.1,0.05,0.1,0.15,0.1,0.1
"https://github.com/Raj-RR2004/auto-llm-agent","ok",0.2,0.15,0.1,0.1,0.1,0.05,0.15,0.1,0,0.2,0.1,0.03,0.1,0.15,0.1,0.07
"https://github.com/reshav09/TDS-Bonus-LLM-Agent","ok",0.2,0.15,0,0.1,0.1,0.03,0.15,0.1,0,0.2,0.1,0.03,0.05,0.15,0.1,0.05
"https://github.com/24f1000806/BONUS2","ok",0.2,0.15,0,0.1,0.1,0.05,0.04,0.1,0.05,0.1,0.08,0.04,0.05,0.1,0.1,0.1
"https://tds-extra-llm-deploy-git-main-piush-dass-projects.vercel.app/","invalid_url",,,,,,,,,,,,,,,,
"https://github.com/akshay88878/LLM_Agent","ok",0.2,0.15,0.1,0.1,0.1,0.05,0.15,0.2,0,0.2,0.1,0.04,0.1,0.15,0.1,0.08
"https://github.com/22f3000359/LLM_Agent","ok",0.2,0.15,0.1,0.1,0.1,0.05,0.15,0.2,0,0.2,0.1,0.05,0.1,0.15,0.1,0.05
"https://github.com/22f3000359/LLM_Agent","ok",0.2,0.15,0.1,0.1,0.1,0.05,0.15,0.2,0,0.2,0.1,0.05,0.1,0.15,0.1,0.05
"https://github.com/23f2001156/LLM_Agent","ok",0.2,0.15,0.1,0.1,0.1,0.05,0.15,0.2,0,0.2,0.1,0.04,0.08,0.15,0.1,0.09
"https://github.com/SujalPradhan/LLM-Search-Tool-Agent","ok",0.1,0.15,0.1,0.1,0.08,0.04,0.15,0.1,0,0.2,0.09,0.02,0.05,0.15,0.05,0.1
"https://tds-bonus-project-llm-agent.vercel.app/","invalid_url",,,,,,,,,,,,,,,,
"https://github.com/24f1000806/BONUS2","ok",0.2,0.15,0,0.1,0.1,0.05,0.04,0.1,0.05,0.1,0.08,0.04,0.05,0.1,0.1,0.1
"https://github.com/23f3004008/tds-extra-llm","ok",0.1,0.15,0.1,0.1,0.1,0.05,0.15,0.1,0,0.2,0.1,0.03,0.07,0.15,0.05,0.1
"https://github.com/Emptiinessss/TDS_LLM","ok",0.2,0.15,0,0.1,0.09,0.05,0.04,0.05,0,0.1,0.08,0.03,0.05,0.1,0.1,0.1
"https://github.com/23f3001375/llm-agent","ok",0.2,0.15,0,0.1,0.09,0.05,0.08,0,0,0.1,0.09,0.03,0.05,0.1,0.1,0.1
"https://github.com/22f3000184/vidwan-llm-agent","ok",0.2,0.15,0.1,0.1,0.1,0.05,0.15,0.2,0,0.1,0.1,0.05,0.07,0.15,0.1,0.1
"https://github.com/dewanggandhi01/SynapseAI-LLM-Agent","ok",0.2,0.15,0.05,0.1,0.1,0.04,0.15,0.1,0.08,0.2,0.1,0,0.05,0.12,0.1,0.1
"https://github.com/23f1000805/tds-bonus-project-LLM-Agent","ok",0.2,0.15,0,0.1,0.08,0.04,0.04,0,0,0.1,0.08,0.04,0.05,0.12,0.1,0.1
"https://github.com/22f3000710/llm_agent","ok",0.2,0.15,0,0.1,0.08,0.05,0,0,0,0.1,0.08,0.03,0.05,0.12,0.1,0.1
"https://github.com/Sanavi05/tds_bonus_1","ok",0.2,0.15,0,0.1,0.08,0.04,0.08,0,0,0.1,0.08,0.02,0.03,0.08,0.05,0.08
"https://github.com/IshaSaini0110/LLM_Agent","ok",0.2,0.15,0.1,0.1,0.08,0.04,0.15,0,0,0.1,0.08,0.02,0.05,0.15,0.05,0.08
"https://github.com/pamit7d/LLM_Agent","ok",0.2,0.15,0.1,0.1,0.1,0.05,0.15,0.2,0,0.2,0.1,0.05,0.05,0.15,0.1,0.08
"https://github.com/Aish-trycode/tds-bonus-llm","ok",0.2,0.15,0,0.1,0.1,0.05,0.08,0,0,0.1,0.08,0.02,0.05,0.12,0.1,0.1
"https://github.com/HarshalGunjalOp/LLM_Agent","ok",0.2,0.15,0.1,0.1,0.1,0.05,0.15,0.2,0,0.2,0.1,0.04,0.1,0.15,0.1,0.08
"https://github.com/22f3000525/LLM-Agent","ok",0.2,0.15,0.1,0.1,0.1,0.05,0.15,0.2,0,0.2,0.1,0.05,0.1,0.15,0.1,0.08
"https://github.com/23f3004514/LLM-Agent","ok",0.2,0.15,0,0.1,0.08,0.05,0.04,0,0,0.2,0.09,0.02,0.05,0.1,0.1,0.1
"https://github.com/dharani06-hub/tds_llm","ok",0.2,0.08,0.1,0.1,0.1,0.04,0.15,0,0,0.2,0.1,0.02,0.05,0.15,0.1,0.08
"https://github.com/22f1000634/LLM_AGENT","ok",0.2,0.15,0,0.1,0.08,0.05,0.04,0.05,0,0.1,0.08,0.03,0.06,0.12,0.05,0.1
"https://github.com/23f1000318/BONUS_2","ok",0.1,0.15,0.1,0.1,0.1,0.05,0.15,0.1,0,0.2,0.1,0.03,0.05,0.15,0.05,0.1
"https://github.com/23f1000448/TDS-LLM-Agent","ok",0.2,0.15,0,0.1,0.09,0.04,0.05,0,0,0.1,0.08,0.03,0.07,0.1,0.1,0.1
"https://github.com/siddarth-arora/LLM_AGENT_TDS_BONUS","ok",0.2,0.15,0,0.1,0.08,0.05,0.04,0,0,0.1,0.08,0.03,0.05,0.1,0.05,0.1
"https://github.com/23f1000805/tds-bonus-project-LLM-Agent","ok",0.2,0.15,0,0.1,0.08,0.04,0.04,0,0,0.1,0.08,0.04,0.05,0.12,0.1,0.1
"https://github.com/codingartist58/tds-project-llm-js","ok",0.05,0.15,0,0.1,0.08,0.03,0,0,0,0,0.1,0.03,0.05,0.15,0.1,0.05
"https://github.com/Suraj-IITM/LLM-Agent-TDS-bonus-project","ok",0.2,0.15,0,0.1,0.1,0.04,0.04,0,0,0.1,0.1,0.03,0.05,0.1,0.1,0.1
"https://github.com/Akbar-ali-iitm/TDS-LLM_Agent.git","ok",0.2,0.15,,,,,0.04,0.05,,0.1,,,,,0.1,
"https://github.com/Suraj-7399/LLM-Agent","ok",0.2,0.08,0,0.1,0.1,0.05,0.04,0.05,0,0.1,0.1,0.04,0.05,0.1,0.1,0.1
"https://github.com/23f1002103/llm_agent","ok",0.2,0.08,0.1,0.1,0.1,0.05,0.15,0.1,0,0.2,0.1,0.02,0.1,0.15,0.1,0.1
"https://github.com/adit-0132/llm-agent","ok",0.2,0.15,0,0.1,0.08,0.05,0,0,0,0.1,0.09,0.03,0.05,0.1,0.1,0.1
"https://github.com/rujutabhanose/LLM-Agent-Search","ok",0.2,0.1,0.1,0.1,0.1,0.05,0.15,0,0.15,0.1,0.1,0.02,0.1,0.15,0.1,0.05
"https://github.com/23f2000252/LLm_Agent","ok",0.2,0.15,0,0.1,0.05,0.04,0.15,0,0,0.2,0.1,0.02,0.05,0.15,0.1,0.03
"App url: https://tds-bonus-project-llm-agent.vercel.app    Github link: https://github.com/TheCodeLord-INX/LLM-Agent","invalid_url",,,,,,,,,,,,,,,,
"https://github.com/riyamoun1310/llm","ok",0,0,0.1,0.1,0.1,0.03,0,0,0,0,0.1,0.02,0.05,0.15,0.1,0.07
"https://github.com/saumyakumarchauhan/TDS-LLM-Agent","ok",0.2,0.15,,,,,0.08,0,,0.1,,,,,0.1,
"https://github.com/23f2000787/llmAgent","ok",0.2,0.15,0.1,0.1,0.1,0.05,0.15,0.2,0,0.1,0.1,0.05,0.08,0.15,0.1,0.08
"https://github.com/Sunny-IITM/LLM-Agent","ok",0.2,0.15,0,0.1,0.08,0.05,0.08,0.05,0,0.1,0.08,0.03,0.05,0.1,0.1,0.1
"NA","invalid_url",,,,,,,,,,,,,,,,
"https://github.com/AadityaJain0128/TDS_LLM_Agent","ok",0.2,0.15,0,0.1,0.1,0.04,0.08,0,0,0.1,0.1,0.03,0.05,0.1,0.05,0.1
"https://github.com/AadityaJain0128/TDS_LLM_Agent","ok",0.2,0.15,0,0.1,0.1,0.04,0.08,0,0,0.1,0.1,0.03,0.05,0.1,0.05,0.1
"https://github.com/Khushitz/llm-_agent","ok",0.15,0.15,0,0.1,0.09,0.05,0.04,0,0,0.05,0.08,0.02,0.03,0.12,0.05,0.09
"https://github.com/23f1000805/tds-bonus-project-LLM-Agent","ok",0.2,0.15,0,0.1,0.08,0.04,0.04,0,0,0.1,0.08,0.04,0.05,0.12,0.1,0.1
"https://github.com/23f1000805/tds-bonus-project-LLM-Agent","ok",0.2,0.15,0,0.1,0.08,0.04,0.04,0,0,0.1,0.08,0.04,0.05,0.12,0.1,0.1
"https://github.com/bhsvardhan/tds-bonus-project-LLM-Agent","ok",0.2,0.15,0,0.1,0.08,0.04,0,0,0,0.1,0.09,0.02,0.06,0.12,0.1,0.1
"https://github.com/23f1002103/llm_agent","ok",0.2,0.08,0.1,0.1,0.1,0.05,0.15,0.1,0,0.2,0.1,0.02,0.1,0.15,0.1,0.1
"https://github.com/Mahadevan2005/LLM-Agent","ok",0.2,0.15,,,,,0,0,,0.1,,,,,0.1,
"https://github.com/TheCodeLord-INX/LLM-Agent","ok",0.2,0.15,0,0.1,0.1,0.05,0.08,0,0,0.1,0.09,0.04,0.05,0.12,0.05,0.1
"https://github.com/pranab92/LLM_AGENT_RAG","ok",0.2,0.1,0.05,0.1,0.08,0.03,0,0,0.1,0.1,0.09,0.02,0.05,0.15,0.1,0.05
"https://github.com/23f1000805/tds-bonus-project-LLM-Agent","ok",0.2,0.15,0,0.1,0.08,0.04,0.04,0,0,0.1,0.08,0.04,0.05,0.12,0.1,0.1
"https://github.com/vedikagupta0/tds-bonus-2","ok",0.2,0.15,0.1,0.1,0.1,0.05,0.15,0.2,0,0.2,0.1,0.05,0.1,0.15,0.1,0.05
"https://github.com/SrutaKeerthiS/TDS_Bonus_llmAgent","ok",0.1,0.15,0.1,0.1,0.1,0.05,0.15,0.1,0,0.2,0.1,0.03,0.05,0.15,0.05,0.1
"https://github.com/Dev-svg-afk/tds-extra-llm","ok",0.1,0.15,0.1,0.1,0.1,0.05,0.15,0,0,0.2,0.1,0.02,0.05,0.15,0.05,0.1
"https://github.com/sumit-kumar-2104/TDS-LLM-Agent","ok",0.2,0.08,0.1,0.1,0.1,0.05,0.15,0.1,0,0.2,0.1,0.02,0.05,0.15,0.1,0.05
"https://github.com/anmol-005/llm-agent","ok",0.2,0.15,0,0.1,0.1,0.04,0,0,0,0.1,0.1,0.03,0.05,0.1,0.05,0.1
"https://github.com/23f2003713/LLM-Agent","ok",0.2,0.08,0.1,0.1,0.09,0.04,0.15,0,0,0.2,0.09,0.03,0.06,0.12,0.05,0.09
"https://github.com/23f2004818/tds-bonus/","ok",0.2,0.15,0.05,0.1,0.1,0.05,0.04,0.05,0,0.1,0.1,0.03,0.05,0.1,0.05,0.1
"GitHub: https://github.com/23f2000783/POC_repo; Website:https://browser-based-llm.onrender.com","invalid_url",,,,,,,,,,,,,,,,
"https://github.com/Anmol08-dev/llm-agent","ok",0.2,0.15,0,0.1,0.1,0.04,0.08,0,0,0.1,0.1,0.03,0.05,0.12,0.1,0.1
"https://github.com/JaiswalShubhangee/TDS_LLM_Agent","ok",0.2,0.15,0.05,0.1,0.08,0.05,0.25,0,0,0.1,0.08,0.02,0.05,0.1,0.1,0.1
"https://github.com/jatmanis1/easy-ai-ppt","ok",0,0.15,0,0.08,0.09,0.04,0,0,0,0,0.09,0.04,0.07,0.12,0.05,0.1
"https://github.com/Yaajneshini/llm_agent_proof_of_concept","ok",0.2,0.15,0,0.1,0.1,0.03,0.04,0,0,0.2,0.1,0.02,0.05,0.15,0.1,0
"https://github.com/JaiswalShubhangee/TDS_LLM_Agent","ok",0.2,0.15,0.05,0.1,0.08,0.05,0.25,0,0,0.1,0.08,0.02,0.05,0.1,0.1,0.1
"https://github.com/shivam91264/TDS-B2-LLM-Agent/tree/main","ok",0.2,0.08,0.1,0.1,0.1,0.05,0.15,0.1,0,0.2,0.1,0.03,0.07,0.15,0.1,0.08
"https://github.com/TheCodeLord-INX/LLM-Agent","ok",0.2,0.15,0,0.1,0.1,0.05,0.08,0,0,0.1,0.09,0.04,0.05,0.12,0.05,0.1
"https://github.com/ggtyttgy/llm-agent-backend","ok",0.2,0.08,0.1,0.1,0.1,0.03,0.08,0.2,0,0.1,0.1,0.03,0.05,0.15,0.1,0.05
"https://github.com/Yaajneshini/llm_agent_proof_of_concept","ok",0.2,0.15,0,0.1,0.1,0.03,0.04,0,0,0.2,0.1,0.02,0.05,0.15,0.1,0
"https://github.com/shivam91264/TDS-B2-LLM-Agent","ok",0.2,0.08,0.1,0.1,0.1,0.05,0.15,0.1,0,0.2,0.1,0.03,0.07,0.15,0.1,0.08
"https://github.com/codeshylu/LLM-AGENT","ok",0.2,0.08,0.1,0.1,0.09,0.05,0.15,0.1,0,0.1,0.09,0.02,0.05,0.15,0.05,0.08
"https://github.com/shivam91264/TDS-B2-LLM-Agent","ok",0.2,0.08,0.1,0.1,0.1,0.05,0.15,0.1,0,0.2,0.1,0.03,0.07,0.15,0.1,0.08
"https://github.com/yashwanthram04/LLM-Agent","ok",0.2,0.15,0,0.1,0.1,0.04,0.04,0,0,0.1,0.09,0.04,0.05,0.1,0.1,0.1
"https://github.com/ironheart2003/LLM-Agent","ok",0.2,0.08,0.1,0.1,0.1,0.05,0.15,0,0,0.2,0.1,0,0.05,0.15,0.1,0.1
"https://github.com/RAVALOM/llm_agent","ok",0.2,0.15,0,0.1,0.1,0.04,0.04,0.05,0,0.1,0.1,0.03,0.05,0.12,0.1,0.1
"https://github.com/22f3002075/llm_bonus","ok",0.2,0.15,0.1,0.1,0.1,0.05,0.15,0.2,0,0.1,0.1,0.05,0.1,0.15,0.1,0.1
"https://github.com/abhirupdas-iitm/LLM-Agent","ok",0.2,0.15,0,0.1,0.08,0.05,0.04,0,0,0.1,0.09,0.03,0.06,0.12,0.1,0.1
"https://github.com/23f1001796/TDS-BONUS-LLM_AGENT","ok",0.2,0.15,0,0.1,0.08,0.05,0.08,0,0,0.1,0.08,0.02,0.05,0.1,0.05,0.1
"https://github.com/Deepesh1604/LLM-Agent","ok",0.2,0.15,,,,,0.04,0.05,,0.1,,,,,0.1,
"https://github.com/22f3000794/TDS-LLM-Agent","ok",0.2,0.15,0,0.1,0.1,0.05,0.04,0.05,0,0.1,0.09,0.03,0.08,0.1,0.1,0.1
"https://github.com/23f1002804/TDS_llm_agent","ok",0.2,0.15,0,0.1,0.09,0.04,0.04,0.05,0,0.1,0.08,0.03,0.03,0.05,0.1,0.1
"https://github.com/23f2005481/tds_bonus_llm","ok",0.2,0.15,0,0.1,0.1,0.05,0.05,0,0,0.1,0.1,0.03,0.05,0.12,0.1,0.1
"https://github.com/Ishita-Goyal-iitm/bonus-question-llm","ok",0.2,0.15,0.05,0.1,0.08,0.05,0.08,0.05,0,0.1,0.08,0.03,0.03,0.08,0.1,0.09
"https://bonus2-tds.vercel.app/","invalid_url",,,,,,,,,,,,,,,,
"https://github.com/22f3000284/LLM-Agent","ok",0.2,0.15,0.1,0.1,0.1,0.05,0.15,0,0.15,0.1,0.1,0.02,0.06,0.1,0.05,0.1
"https://github.com/Saikasote/tds_llm","ok",0.1,0.08,0.1,0.1,0.1,0.03,0.08,0.1,0,0,0.1,0.03,0.05,0.15,0.1,0.05
"https://github.com/50LPA/LLM-Agent","ok",0.2,0.15,0,0.1,0.08,0.05,0,0,0,0.1,0.08,0.02,0.03,0.08,0.1,0.1
"https://github.com/22f3002718/LLM-Agent-POC","ok",0.2,0.15,0,0.1,0.08,0.04,0.04,0.05,0,0.1,0.09,0.03,0.05,0.1,0.1,0.1
"https://github.com/jaykumar9022/LLM-Agent-Bonus","ok",0.2,0.15,0,0.1,0.1,0.05,0.08,0,0,0.1,0.1,0.03,0.07,0.1,0.1,0.1
"https://github.com/imish296/LLM-Agent","ok",0.2,0.15,0,0.1,0.08,0.04,0.04,0.05,0,0.1,0.08,0.03,0.05,0.12,0.1,0.1
"https://github.com/mohitgitgeek/tds-bonus-project-LLM-Agent","ok",0.2,0.15,0,0.1,0.09,0.04,0.05,0,0,0.1,0.09,0.03,0.05,0.12,0.1,0.1
"https://github.com/dithu10/bonus_agent","ok",0.2,0.08,0.1,0.1,0.08,0.04,0.15,0.1,0,0.2,0.08,0.01,0.05,0.15,0.05,0.08
"https://github.com/dharani06-hub/tds_llm","ok",0.2,0.08,0.1,0.1,0.1,0.04,0.15,0,0,0.2,0.1,0.02,0.05,0.15,0.1,0.08
"https://github.com/Zachariah-K/bonus-one","ok",0.2,0.15,0,0.1,0.08,0.04,0.05,0,0,0.1,0.1,0.02,0.05,0.1,0.05,0.1
"https://github.com/23f2004268/Ai-Agent.git","ok",0.2,0.08,0.1,0.1,0.08,0.04,0.15,0,0,0.1,0.08,0.02,0.05,0.15,0.1,0.1
"NA","invalid_url",,,,,,,,,,,,,,,,
"https://github.com/SaranshG324/LLM_Agent","ok",0.2,0.15,0.1,0.1,0.1,0.05,0.15,0.2,0,0.2,0.1,0.05,0.1,0.15,0.1,0.1
"https://github.com/iitmrepo/llm-agent-1","ok",0.2,0.15,0,0.1,0.1,0.04,0,0,0,0.1,0.1,0.03,0.05,0.12,0.1,0.1
"https://github.com/DevyanshJain/TDS-LLM-Agent","ok",0.2,0.15,0,0.1,0.1,0.05,0.04,0.1,0,0.1,0.1,0.02,0.05,0.1,0.1,0.1
"https://github.com/23f3001439/LLM-AGENT","ok",0.2,0.15,0.1,0.1,0.09,0.04,0.15,0.2,0,0.1,0.08,0.03,0.08,0.15,0.1,0.08
"https://github.com/BhavanaAgrawal73/llm-agent-poc","ok",0.2,0.15,0,0.1,0.1,0.04,0.08,0,0,0.1,0.09,0.03,0.05,0.1,0.1,0.1
"https://github.com/23f1000193/LLM-Agent","ok",0.2,0.15,0.1,0.1,0.1,0.05,0.15,0.2,0,0.2,0.1,0.05,0.1,0.15,0.1,0.1
"https://github.com/Tejaswini050302/llm-agent-poc","ok",0.2,0.15,0.1,0.1,0.1,0.05,0.15,0.2,0,0.2,0.1,0.04,0.1,0.15,0.1,0.05
"https://github.com/jhaaj08/LLM_Agent.git","ok",0.2,0.15,0.1,0.1,0.1,0.05,0.15,0.2,0,0.2,0.1,0.05,0.1,0.15,0.1,0.1
"https://github.com/23f3000916/LLM-Agent","ok",0.2,0.15,0.1,0.1,0.1,0.05,0.15,0.2,0,0.2,0.1,0.05,0.05,0.15,0.1,0.08
"https://github.com/22f3002421ds/LLM_Agent","ok",0.2,0.15,0,0.1,0.1,0.04,0.04,0,0,0.1,0.1,0.04,0.05,0.12,0.1,0.1
"https://github.com/jhaaj08/LLM_Agent.git","ok",0.2,0.15,0.1,0.1,0.1,0.05,0.15,0.2,0,0.2,0.1,0.05,0.1,0.15,0.1,0.1
"https://github.com/jhaaj08/LLM_Agent.git","ok",0.2,0.15,0.1,0.1,0.1,0.05,0.15,0.2,0,0.2,0.1,0.05,0.1,0.15,0.1,0.1
"https://github.com/AchalStark/Athena-AI","ok",0.2,0.15,0.05,0.1,0.1,0.05,0.08,0,0,0.1,0.1,0.02,0.05,0.15,0.05,0.1
"https://github.com/23f3003905/tds-bonus-project-LLM-Agent","ok",0.2,0.15,0,0.1,0.08,0.04,0.05,0,0.07,0.1,0.08,0.02,0.05,0.1,0.05,0.1
"https://github.com/YashSinha047/llm-agent-poc","ok",0.2,0.15,0.1,0.1,0.1,0.05,0.15,0,0.15,0.2,0.1,0.02,0.08,0.15,0.1,0.05
"https://github.com/23f2001281/LLM-Agent","ok",0.2,0.15,0,0.1,0.08,0.03,0.04,0,0,0.15,0.08,0.02,0.03,0.1,0.05,0.1
"https://github.com/24f2002666/tds-bonus-LLM-Agent","ok",0.2,0.15,0.05,0.1,0.09,0.04,0.05,0,0,0.1,0.09,0.03,0.03,0.12,0.1,0.1
"https://github.com/sameerthakur6780/LLM-Agent","ok",0.2,0.15,0,0.1,0.1,0.04,0.04,0.05,0,0.1,0.1,0.03,0.05,0.12,0.1,0.1
"https://github.com/S1mple020405/LLM-AGENT","ok",0.2,0.15,0,0.1,0.09,0.05,0.04,0,0,0.1,0.08,0.03,0.05,0.1,0.05,0.1
"https://github.com/S1mple020405/LLM-AGENT","ok",0.2,0.15,0,0.1,0.09,0.05,0.04,0,0,0.1,0.08,0.03,0.05,0.1,0.05,0.1
"https://github.com/Shreya-agr09/Browser-Based-Multi-Tool-Reasoning","ok",0.1,0.15,0.1,0.1,0.08,0.05,0.15,0,0,0,0.08,0.02,0.05,0.15,0.08,0.07
"https://github.com/Dec-Canopus/tds_bonus_llm_agent","ok",0.2,0.15,0.1,0.1,0.1,0.04,0.15,0.1,0.15,0.2,0.1,0.03,0.08,0.08,0.05,0.1
"https://github.com/Dec-Canopus/tds_bonus_llm_agent","ok",0.2,0.15,0.1,0.1,0.1,0.04,0.15,0.1,0.15,0.2,0.1,0.03,0.08,0.08,0.05,0.1
"https://github.com/harshBoii/Browser_agent","ok",0.2,0,0,0.1,0.1,0.03,0.04,0.1,0,0.2,0.1,0.03,0.1,0.15,0.1,0.05
"https://github.com/yashveer8055/tds-bonus-1","ok",0.2,0.15,0,0.1,0.09,0.04,0.04,0,0,0.1,0.08,0.03,0.07,0.1,0.05,0.09
"https://github.com/yaaashhh725/Browser_LLM_Agent","ok",0.2,0.15,0,0.1,0.1,0.05,0.04,0.05,0,0.1,0.1,0.03,0.05,0.15,0.1,0.1
"https://github.com/yashveer8055/tds-bonus-1","ok",0.2,0.15,0,0.1,0.09,0.04,0.04,0,0,0.1,0.08,0.03,0.07,0.1,0.05,0.09
"https://github.com/Pratibha-Chauhan-git/TDS-LLMAgent","ok",0.2,0.15,,,,,0.04,0,,0.1,,,,,0.1,
"https://github.com/23f2005593/Bonus-Project-2","ok",0.2,0.15,0,0.1,0.1,0.05,0.04,0.05,0,0.1,0.08,0.03,0.07,0.15,0.1,0.1
"https://github.com/Jatinbhardwaj-093/llm-agent","ok",0.2,0.15,0,0.1,0.1,0.05,0.08,0,0,0.1,0.1,0.04,0.05,0.12,0.1,0.1
"https://github.com/Armaanrai0710/tds-llm-agent","ok",0.1,0.15,0,0.1,0.08,0.05,0,0,0,0.05,0.08,0.02,0.05,0.1,0.05,0.1
"https://github.com/SamarthIITM/TDS-LLM-project","ok",0.2,0.15,0,0.1,0.1,0.05,0.04,0.05,0,0.1,0.1,0.03,0.07,0.1,0.1,0.1
"https://github.com/ananyap-codes/llm-agent","ok",0.2,0.15,,,,,0.15,0.1,,0.2,,,,,0.1,
"https://github.com/sandeepstele/llm-agent","ok",0.2,0.15,0,0.1,0.1,0.05,0.08,0.05,0,0.1,0.1,0.05,0.05,0.1,0.1,0.1
"https://github.com/23F3002351/LLM_Agent","ok",0.2,0.15,0.1,0.1,0.1,0.05,0.15,0.2,0,0.2,0.1,0.05,0.08,0.15,0.1,0.1
"https://github.com/Atharva170505/tds-bonus-project-LLM-Agent","ok",0.2,0.15,0,0.1,0.1,0.05,0,0,0,0.1,0.08,0.03,0.05,0.15,0.05,0.1
"https://github.com/Prach2004/TDS-LLM-agent","ok",0.2,0.15,0,0.1,0.09,0.04,0,0,0,0.1,0.09,0.03,0.05,0.12,0.1,0.1
"https://github.com/Anirudhan-23f2000533/LLM-Agent-TDS","ok",0.2,0.15,0,0.1,0.1,0.05,0.04,0.05,0,0.1,0.1,0.03,0.05,0.1,0.1,0.1
"https://github.com/Sam15246/llm_agent_data_science_project","ok",0.2,0.15,0.1,0.1,0.1,0.05,0.15,0.2,0,0.2,0.1,0.05,0.1,0.15,0.1,0.1
"https://github.com/THEPETTA/TDS-LLM-Agent","ok",0.2,0.15,0,0.1,0.1,0.04,0.08,0,0,0.1,0.09,0.03,0.07,0.12,0.1,0.1
"https://github.com/hanaiitm/TDS-Bonus-Project---LLM-Agent.git","ok",0.2,0.15,0,0.1,0.1,0.05,0.04,0,0,0.1,0.1,0.03,0.05,0.1,0.1,0.1
"https://github.com/Kanha0311/TDS_BonusP2_LLM_Agent","ok",0.2,0.15,0,0.1,0.08,0.04,0,0,0,0.1,0.08,0.03,0.06,0.1,0.05,0.1
"https://github.com/Prach2004/TDS-LLM-agent","ok",0.2,0.15,0,0.1,0.09,0.04,0,0,0,0.1,0.09,0.03,0.05,0.12,0.1,0.1
"https://github.com/CoderDotPy/tds_bp_llm","ok",0,0.08,0,0.1,0.07,0.03,0.04,0.1,0,0,0.08,0.03,0.05,0.15,0.1,0.05
"https://github.com/22f3000162/llm_agent","ok",0.1,0.15,0.1,0.1,0.1,0.05,0.15,0,0,0.2,0.1,0.03,0.05,0.15,0.1,0.1
"https://github.com/23f3004315/nexus","ok",0.2,0.15,0,0.1,0.1,0.05,0.15,0.2,0,0.2,0.08,0.03,0.08,0.12,0.1,0.1
"https://github.com/22f2000506/tds_llm_agents_bonus","ok",0.2,0.15,0,0.1,0.09,0.05,0,0,0,0.1,0.09,0.02,0.05,0.1,0.1,0.1
"https://github.com/23f2001951/TDS_Bonus_LLM","ok",0.2,0.15,0,0.1,0.09,0.05,0.04,0.05,0,0.1,0.09,0.03,0.06,0.08,0.1,0.1
"https://github.com/Surya-prakash-pareek/llm-agent-main","ok",0.2,0.12,0,0.1,0.08,0.05,0.08,0,0,0.1,0.09,0.02,0.05,0.12,0.1,0.1
"https://github.com/Ritesh24f1001677/LLM_AGENT","ok",0.2,0.15,0.1,0.1,0.1,0.05,0.15,0.2,0,0.2,0.1,0.05,0.1,0.15,0.1,0.1
"https://github.com/darshanganatra01/bhargavubonus","ok",0,0.15,0,0.05,0.09,0.05,0,0,0,0,0.09,0.05,0.08,0.15,0,0.08
"https://github.com/darshanganatra01/bhargavubonus","ok",0,0.15,0,0.05,0.09,0.05,0,0,0,0,0.09,0.05,0.08,0.15,0,0.08
"https://github.com/darshanganatra01/bhargavubonus","ok",0,0.15,0,0.05,0.09,0.05,0,0,0,0,0.09,0.05,0.08,0.15,0,0.08
"https://github.com/krishna9813/llm-agent-poc","ok",0.2,0.15,0.1,0.1,0.1,0.05,0.15,0.2,0.15,0.2,0.1,0.05,0.1,0.15,0.1,0.05
"https://llm-agent-716z.onrender.com/","invalid_url",,,,,,,,,,,,,,,,
"https://github.com/23f2003583/tds-llm-agent","ok",0.2,0.15,0,0.1,0.08,0.03,0.05,0,0,0.1,0.09,0.03,0.06,0.1,0.05,0.1
"https://github.com/poonma-01/Bonus-proj-LLM_Agent","ok",0.15,0.15,0,0.1,0.08,0.05,0.05,0,0,0.1,0.08,0.03,0.05,0.1,0.08,0.1
"https://github.com/vikas-48/llm","ok",0.2,0.15,0,0.1,0.1,0.05,0,0,0,0.1,0.1,0.03,0.05,0.1,0.1,0.1
"https://github.com/23f1002643/tds-bouns-llm_agent","ok",0.2,0.15,0,0.1,0.1,0.05,0.08,0.1,0,0.1,0.09,0.03,0.05,0.13,0.1,0.1
